timestamp,source,log_message,target_label,complexity
6/6/2025 2:11,AnalyticsEngine,Backup ended at 2025-08-26 12:46:21.,System Notification,regex
3/30/2025 19:48,AnalyticsEngine,User User125 logged out.,User Action,regex
7/15/2025 19:19,BillingSystem,System reboot initiated by user User966.,System Notification,regex
2025-04-10 11:25,ModernCRM,"nova.osapi_compute.wsgi.server [req-c77665c9-8474-4c2c-94e9-da8b5eccc4a4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1848371",HTTP Status,bert
2/11/2025 11:10,ModernHR,User 3424 experienced multiple login rejections,Security Alert,bert
2/12/2025 3:21,ModernHR,Module X failed to validate input data format,Error,bert
2025-06-03 20:17,ModernHR,"nova.osapi_compute.wsgi.server [req-38101a0b-2096-447d-96ea-a692162415ae 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2477829",HTTP Status,bert
8/10/2025 6:18,ThirdPartyAPI,System reboot initiated by user User758.,System Notification,regex
2025-09-30 9:24,ModernHR,"nova.osapi_compute.wsgi.server [req-94248553-16cd-4c90-944b-22c39d61951c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2661738",HTTP Status,bert
11/23/2025 15:32,ModernHR,User User818 logged out.,User Action,regex
2025-08-02 9:07,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-1451b9ac-5cf6-4d69-a2e1-52175b593775 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2634912",HTTP Status,bert
12/20/2025 12:25,BillingSystem,Critical application failure occurred in central system,Critical Error,bert
2025-07-30 20:01,AnalyticsEngine,"nova.compute.claims [req-beb938db-df6e-4611-8113-1a148a0224bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] memory limit: 96258.00 MB, free: 95746.00 MB",Resource Usage,bert
2025-12-01 9:17,ModernHR,"nova.osapi_compute.wsgi.server [req-fbfbe68a-3fb6-4132-b139-e707f5534120 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1882150",HTTP Status,bert
2025-05-08 7:13,ModernHR,"nova.osapi_compute.wsgi.server [req-5dc52138-28f0-4afb-95e0-7fff9d651004 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2686439",HTTP Status,bert
5/29/2025 3:02,ModernHR,Account with ID 9488 created by User361.,User Action,regex
12/14/2025 16:37,AnalyticsEngine,Critical system unit failure: unit ID Component76,Critical Error,bert
2025-05-23 17:13,ModernCRM,"nova.metadata.wsgi.server [req-c13bec68-eade-44d9-b3ce-0d584189dd68 - - - - -] 10.11.21.136,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.2360520",HTTP Status,bert
2025-12-06 0:23,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-c58e5c9b-8211-4631-a4dc-8be93e96a0d2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2586210",HTTP Status,bert
2025-10-11 11:29,BillingSystem,"nova.osapi_compute.wsgi.server [req-9bc36dd9-91c5-4314-898a-47625eb93b09 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2577181",HTTP Status,bert
2025-05-12 22:44,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-c4d0c20c-cfe8-4e66-b280-b083419d4967 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" HTTP status code -  404 len: 296 time: 0.0833371",HTTP Status,bert
2025-12-12 17:28,ModernHR,"nova.metadata.wsgi.server [req-659f79b6-9a06-48f2-89d6-84a1485015e7 - - - - -] 10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" Return code: 200 len: 124 time: 0.2249861",HTTP Status,bert
7/30/2025 6:28,BillingSystem,Server 11 had an unexpected interruption during data synchronization,Error,bert
2025-06-19 10:43,BillingSystem,"nova.osapi_compute.wsgi.server [req-9eb36ce0-5cbd-44c3-9a07-06fea8c77326 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1759 time: 0.2800210",HTTP Status,bert
4/25/2025 7:16,ModernCRM,System updated to version 5.4.0.,System Notification,regex
5/23/2025 4:42,ModernCRM,Backup ended at 2025-09-03 10:09:30.,System Notification,regex
7/24/2025 21:44,BillingSystem,Unanticipated server 30 restart happened during data exchange,Error,bert
2025-06-16 9:41,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-65523c61-535f-4cb1-8c34-2dfe526b6ea2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1910 time: 0.2569480",HTTP Status,bert
2025-04-17 7:33,LegacyCRM,Escalation rule execution failed for ticket ID 9807 - undefined escalation level.,Workflow Error,llm
1/3/2025 21:32,AnalyticsEngine,Backup ended at 2025-11-22 14:28:11.,System Notification,regex
2025-06-29 15:43,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-c52a31aa-4db4-4cc1-ae33-1134f503fb3a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 211 time: 0.0929339",HTTP Status,bert
2025-08-12 19:57,AnalyticsEngine,"nova.compute.claims [req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,bert
5/16/2025 5:04,AnalyticsEngine,Backup started at 2025-03-21 00:20:21.,System Notification,regex
2025-11-01 21:01,ThirdPartyAPI,"nova.metadata.wsgi.server [req-dd6dbb5e-9bf4-4e7f-95b7-4dfa7bee65bc - - - - -] 10.11.21.139,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" RCODE  200 len: 967 time: 0.2225499",HTTP Status,bert
11/18/2025 1:35,AnalyticsEngine,User User927 logged in.,User Action,regex
8/24/2025 10:39,BillingSystem,Backup ended at 2025-08-22 07:33:55.,System Notification,regex
2025-05-18 5:25,ModernCRM,"nova.osapi_compute.wsgi.server [req-40b49896-8426-467a-8d7f-de6c1cd123d4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1759 time: 0.2690799",HTTP Status,bert
3/22/2025 5:02,ThirdPartyAPI,Warning: Potential admin privilege escalation for user 5720,Security Alert,bert
3/5/2025 21:13,ModernCRM,Account with ID 2519 created by User355.,User Action,regex
6/22/2025 21:47,ThirdPartyAPI,System updated to version 2.7.9.,System Notification,regex
10/31/2025 12:46,AnalyticsEngine,Unexpected server 39 downtime occurred during data validation,Error,bert
2025-08-24 22:48,ModernCRM,"nova.osapi_compute.wsgi.server [req-3520ffde-5536-40dd-ba9d-ef1581a27b18 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2727239",HTTP Status,bert
8/13/2025 15:28,ThirdPartyAPI,System updated to version 4.3.3.,System Notification,regex
7/12/2025 21:52,ThirdPartyAPI,User User905 logged in.,User Action,regex
2025-10-23 9:07,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-543e2dd0-b199-4751-933a-2b0e5a6d48b5 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" RCODE  200 len: 380 time: 0.0965390",HTTP Status,bert
9/8/2025 1:33,ModernHR,Security warning: unusual network activity on server 7,Security Alert,bert
5/13/2025 15:57,ModernCRM,System updated to version 5.7.5.,System Notification,regex
4/23/2025 5:46,ModernHR,Login failure occurred on blocked account Account6484,Security Alert,bert
2025-01-17 4:52,ThirdPartyAPI,"nova.compute.claims [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: af5f7392-f7d4-4298-b647-c98924c64aa1] vcpu limit not specified, defaulting to unlimited",Resource Usage,bert
2025-07-08 18:02,ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.122,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0010660",HTTP Status,bert
3/31/2025 0:00,ModernCRM,Shard 12 data replication was not successful,Error,bert
2025-02-26 0:59,BillingSystem,"nova.metadata.wsgi.server [req-567bc482-6358-4db5-99c5-b011692d6cf8 - - - - -] 10.11.21.122,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" Return code: 200 len: 967 time: 0.2349129",HTTP Status,bert
2025-07-31 10:47,ModernHR,"nova.osapi_compute.wsgi.server [req-88051a36-ba5a-44d8-90a4-dfd5a30c2f8a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2790279",HTTP Status,bert
2025-01-07 8:35,ModernHR,"nova.osapi_compute.wsgi.server [req-3ab9508b-f853-4fdc-a5d3-7fe02d8f6a77 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2551761",HTTP Status,bert
2025-12-07 16:00,ModernHR,"nova.osapi_compute.wsgi.server [req-713cc4cb-1c01-47b1-b2d5-e5c54f7e9d21 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2455752",HTTP Status,bert
2025-08-02 11:29,BillingSystem,"nova.osapi_compute.wsgi.server [req-77cba855-be33-419f-96b0-11a437e1063a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2581029",HTTP Status,bert
8/6/2025 1:13,ModernHR,Backup completed successfully.,System Notification,regex
2025-07-01 16:09,ModernHR,"nova.osapi_compute.wsgi.server [req-77cc3c0e-d34a-49e1-b132-eef9a76b64aa 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2619240",HTTP Status,bert
5/28/2025 15:26,BillingSystem,Backup completed successfully.,System Notification,regex
5/3/2025 13:03,ThirdPartyAPI,Multiple rejected login attempts found for user 1805,Security Alert,bert
2025-02-11 22:11,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-b066b9b3-3cb8-4dff-bb8a-5717a1e6192a d16a600c5e2a47fe98aee00ee4cb9743 e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.2 ""GET /v2/e9746973ac574c6b8a9e8857f56a7608/images/0673dd71-34c5-4fbb-86c4-40623fbe45b4 HTTP/1.1"" Status code -  200 len: 868 time: 0.1525230",HTTP Status,bert
2025-06-02 13:37,ModernCRM,"nova.osapi_compute.wsgi.server [req-11c5a3c1-ff74-4def-a7bc-3925b7f53c24 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2920430",HTTP Status,bert
8/18/2025 15:58,ModernCRM,Email system down due to sending error,Critical Error,bert
8/23/2025 1:04,ModernCRM,Backup started at 2025-08-10 12:07:51.,System Notification,regex
9/29/2025 11:13,BillingSystem,Server 9 encountered an unforeseen restart during data processing,Error,bert
2/4/2025 16:26,ModernCRM,File data_7160.csv uploaded successfully by user User629.,System Notification,regex
1/31/2025 20:19,ModernHR,Unsuccessful login try on locked account Account9960,Security Alert,bert
2025-03-28 6:16,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-4d8212f4-f29d-4448-a7b6-872fb05c703c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2590120",HTTP Status,bert
2025-06-12 2:58,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-6b8f0c42-a8aa-4947-918c-385855184318 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2773159",HTTP Status,bert
2025-06-05 21:26,ModernHR,"nova.metadata.wsgi.server [req-a189d358-853f-4bdb-8972-dcc23dfa73a8 - - - - -] 10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2292249",HTTP Status,bert
4/22/2025 9:00,ThirdPartyAPI,Failed data replication attempt for shard 3,Error,bert
2025-10-16 17:49,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-7159484f-4b91-464c-a6f6-c7820ded6511 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" Status code -  200 len: 380 time: 0.2715590",HTTP Status,bert
2025-06-19 3:02,BillingSystem,"nova.compute.claims [req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] vcpu limit not specified, defaulting to unlimited",Resource Usage,bert
2025-07-10 1:17,ModernHR,"nova.osapi_compute.wsgi.server [req-44701b65-e05c-4855-8fd1-ffb90c9b978e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2675440",HTTP Status,bert
10/28/2025 20:25,BillingSystem,Failed access attempt on limited account Account7127,Security Alert,bert
2025-05-11 17:43,ThirdPartyAPI,"nova.metadata.wsgi.server [req-895531e0-a48b-49a0-b190-1ce9cd0b7a66 - - - - -] 10.11.21.138,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" HTTP status code -  200 len: 264 time: 0.2088590",HTTP Status,bert
2025-11-13 22:26,BillingSystem,"nova.osapi_compute.wsgi.server [req-31677284-946b-4d4f-bf44-736a41224f70 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2421730",HTTP Status,bert
2025-09-10 1:45,ModernCRM,"nova.osapi_compute.wsgi.server [req-1d647fe1-d879-4988-889e-d860ef5b8338 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2757139",HTTP Status,bert
2025-03-31 0:04,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-95aa6171-064c-4a8f-96f6-d43250af4408 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2598760",HTTP Status,bert
2025-10-07 16:16,ModernHR,"nova.compute.claims [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total disk: 15 GB, used: 0.00 GB",Resource Usage,bert
10/9/2025 7:43,BillingSystem,File data_6550.csv uploaded successfully by user User232.,System Notification,regex
5/2/2025 2:59,ThirdPartyAPI,Multiple incorrect login attempts were made by user 7798,Security Alert,bert
12/30/2025 5:06,AnalyticsEngine,User User771 logged out.,User Action,regex
7/13/2025 9:06,ModernCRM,Data synchronization failed for shard 8,Error,bert
2025-03-01 12:18,AnalyticsEngine,"nova.metadata.wsgi.server [-] 10.11.21.140,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0012619",HTTP Status,bert
12/27/2025 11:59,BillingSystem,Module X experienced a format validation error,Error,bert
2025-02-07 19:30,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-387f80a3-539e-4716-8595-9913cb1d4116 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2672651",HTTP Status,bert
11/28/2025 0:35,ThirdPartyAPI,User 2344 had multiple unsuccessful login attempts,Security Alert,bert
2025-08-12 5:02,BillingSystem,"nova.osapi_compute.wsgi.server [req-537bc103-6c6d-4c9d-a801-52aa85533601 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2428820",HTTP Status,bert
3/19/2025 13:56,BillingSystem,Disk cleanup completed successfully.,System Notification,regex
2025-03-07 17:35,AnalyticsEngine,"nova.compute.claims [req-29a09cdb-3169-4c40-8bd1-552636286362 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Total memory: 64172 MB, used: 512.00 MB",Resource Usage,bert
2/8/2025 0:04,BillingSystem,User User409 logged out.,User Action,regex
2025-07-05 5:58,AnalyticsEngine,"nova.compute.claims [req-868a5460-dbb6-416b-b4c4-a98abae6c847 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] disk limit not specified, defaulting to unlimited",Resource Usage,bert
2025-03-30 12:09,ModernCRM,"nova.osapi_compute.wsgi.server [req-64dca5a6-dde8-45f1-9e76-e001afd2caa9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1583 time: 0.2041020",HTTP Status,bert
7/7/2025 18:33,AnalyticsEngine,Disk cleanup completed successfully.,System Notification,regex
2025-11-29 7:08,BillingSystem,"nova.osapi_compute.wsgi.server [req-cacb633a-46b5-4f22-aad1-864352c7e20d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2598419",HTTP Status,bert
1/6/2025 11:43,ModernCRM,Backup completed successfully.,System Notification,regex
2025-05-23 22:33,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-aa55b411-2ba0-4b61-9fd9-26d40aeb9423 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2682309",HTTP Status,bert
2/18/2025 11:48,ModernHR,User User930 logged in.,User Action,regex
2025-07-27 16:04,ModernHR,"nova.osapi_compute.wsgi.server [req-deb9d948-8712-41cb-b575-9d67db2bfc62 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2789159",HTTP Status,bert
1/14/2025 13:07,ModernCRM,Account with ID 8114 created by User101.,User Action,regex
9/24/2025 6:50,AnalyticsEngine,Multiple login failures occurred on user 6454 account,Security Alert,bert
7/14/2025 15:06,ThirdPartyAPI,Kernel error terminated boot process prematurely,Critical Error,bert
2025-11-30 5:58,ModernCRM,"nova.osapi_compute.wsgi.server [req-5ef90541-0ddc-426b-a12a-3ca3cb0b9b81 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2612560",HTTP Status,bert
7/14/2025 15:54,AnalyticsEngine,User 6336 was unable to authenticate for API access,Security Alert,bert
3/6/2025 7:03,ModernCRM,"Security issue detected on server 46, investigation required",Security Alert,bert
7/2/2025 10:27,ThirdPartyAPI,Restricted account Account5937 experienced failed login,Security Alert,bert
2025-03-15 3:41,ModernHR,"nova.compute.claims [req-9118475d-6e72-48fa-9dee-e6b7d957dcd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: be793e89-2cc3-4f99-9884-9c6a624a84bc] memory limit: 96258.00 MB, free: 95746.00 MB",Resource Usage,bert
5/10/2025 20:37,BillingSystem,Security alert: suspicious activity from 192.168.23.39,Security Alert,bert
5/20/2025 11:05,ThirdPartyAPI,Backup started at 2025-09-05 04:17:13.,System Notification,regex
2025-12-16 20:10,ModernCRM,"nova.osapi_compute.wsgi.server [req-40c6c6d9-caf9-426e-b739-a5562aa4043a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.2106130",HTTP Status,bert
10/7/2025 13:21,ModernCRM,System updated to version 2.7.3.,System Notification,regex
4/1/2025 10:58,BillingSystem,Data replication issue on shard 3,Error,bert
8/7/2025 18:51,ModernCRM,An unusual data access attempt was detected,Security Alert,bert
1/29/2025 8:13,ModernHR,Unforeseen server 8 reboot occurred during data export,Error,bert
6/5/2025 18:46,ModernCRM,Multiple disk problems detected in RAID system,Critical Error,bert
10/25/2025 21:59,AnalyticsEngine,Disk cleanup completed successfully.,System Notification,regex
6/22/2025 23:07,ModernCRM,Email system encountered a sending error,Error,bert
11/8/2025 14:36,ModernCRM,Admin privilege misuse detected for user 6602,Security Alert,bert
2025-02-22 16:06,ModernHR,"nova.osapi_compute.wsgi.server [req-ce6ebea3-0123-4aae-a535-4058e0fceb0c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2613189",HTTP Status,bert
2025-03-04 7:05,ModernHR,"nova.osapi_compute.wsgi.server [req-403846bd-dd0d-4472-a78d-6077e720094b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2580168",HTTP Status,bert
2025-10-15 20:06,ModernHR,"nova.osapi_compute.wsgi.server [req-554e3f99-2f55-4004-bda8-f9bed26f5ac9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2639148",HTTP Status,bert
1/14/2025 3:37,AnalyticsEngine,System updated to version 2.1.3.,System Notification,regex
2025-09-20 14:49,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-2d3fdf84-c2d9-47cc-ad3c-8c309b96d32d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2640860",HTTP Status,bert
9/28/2025 21:51,ModernCRM,User 5045 had multiple unsuccessful login attempts,Security Alert,bert
7/24/2025 3:57,ModernCRM,Invalid credentials used for account Account2885 login,Security Alert,bert
